token,key,train_document_frequency,test_document_frequency
gene=ERBB2|subfamily=missense,subfamily,99,73
gene=KCNH1|family=substitution:missense,family,99,56
gene=KCNH1|subfamily=missense,subfamily,99,56
gene=NCOA6|family=substitution:missense,family,99,61
gene=NCOA6|subfamily=missense,subfamily,99,61
gene=NLRC5|family=substitution:missense,family,99,70
gene=NLRC5|subfamily=missense,subfamily,99,70
gene=NTRK3|family=substitution:missense,family,99,65
gene=NTRK3|subfamily=missense,subfamily,99,65
gene=SCN8A|family=substitution:missense,family,99,64
gene=SCN8A|subfamily=missense,subfamily,99,64
gene=LTBP2|family=substitution:missense,family,98,86
gene=LTBP2|subfamily=missense,subfamily,98,86
gene=MYH1|family=substitution:no_change,family,98,36
gene=MYH1|subfamily=no_change,subfamily,98,36
gene=NF1|family=substitution:nonsense,family,98,16
gene=NF1|subfamily=nonsense,subfamily,98,16
gene=ATXN1|position_bin=201-300,position_bin,20,98
gene=MYH2|family=substitution:no_change,family,97,40
gene=MYH2|subfamily=no_change,subfamily,97,40
gene=COL6A2|family=substitution:missense,family,83,97
gene=COL6A2|subfamily=missense,subfamily,83,97
gene=CEL|family=substitution:missense,family,44,97
gene=CEL|subfamily=missense,subfamily,44,97
gene=CDC27|family=substitution:missense,family,96,38
gene=CDC27|subfamily=missense,subfamily,96,38
gene=NCAN|family=substitution:missense,family,96,61
gene=NCAN|subfamily=missense,subfamily,96,61
gene=UNC13B|family=substitution:missense,family,89,96
gene=UNC13B|subfamily=missense,subfamily,89,96
gene=TCHH|position_bin=1001-1100,position_bin,18,96
gene=VEGFA|position_bin=101-200,position_bin,3,96
gene=LIFR|family=substitution:missense,family,95,62
gene=LIFR|subfamily=missense,subfamily,95,62
gene=NUP98|family=substitution:missense,family,95,57
gene=NUP98|subfamily=missense,subfamily,95,57
gene=ZNFX1|family=substitution:missense,family,95,49
gene=ZNFX1|subfamily=missense,subfamily,95,49
gene=ACVR2A|position_bin=301-400,position_bin,17,95
gene=AHNAK|position_bin=1901-2000,position_bin,14,95
gene=EFS|position_bin=201-300,position_bin,11,95
gene=CACNA1B|position_bin=801-900,position_bin,3,95
gene=CDK5RAP2|family=substitution:missense,family,94,73
gene=CDK5RAP2|subfamily=missense,subfamily,94,73
gene=EIF4G1|family=substitution:missense,family,94,54
gene=EIF4G1|subfamily=missense,subfamily,94,54
gene=ENPEP|family=substitution:missense,family,94,49
gene=ENPEP|subfamily=missense,subfamily,94,49
gene=ITIH5|family=substitution:missense,family,94,66
gene=ITIH5|subfamily=missense,subfamily,94,66
gene=MYOF|family=substitution:missense,family,94,62
gene=MYOF|subfamily=missense,subfamily,94,62
gene=PKD1|family=substitution:no_change,family,94,57
gene=PKD1|subfamily=no_change,subfamily,94,57
gene=PRDM2|family=substitution:missense,family,94,74
gene=PRDM2|subfamily=missense,subfamily,94,74
gene=PTEN|family=substitution:nonsense,family,94,34
gene=PTEN|subfamily=nonsense,subfamily,94,34
gene=SPTBN1|family=substitution:missense,family,94,79
gene=SPTBN1|subfamily=missense,subfamily,94,79
gene=KCNH2|family=substitution:missense,family,56,94
gene=KCNH2|subfamily=missense,subfamily,56,94
gene=ACVR2A|position_bin=401-500,position_bin,17,94
gene=ACTN2|family=substitution:missense,family,93,64
gene=ACTN2|subfamily=missense,subfamily,93,64
gene=ADAMTS5|family=substitution:missense,family,93,82
gene=ADAMTS5|subfamily=missense,subfamily,93,82
gene=ARFGEF1|family=substitution:missense,family,93,57
gene=ARFGEF1|subfamily=missense,subfamily,93,57
gene=BRCA1|family=substitution:missense,family,93,52
gene=BRCA1|subfamily=missense,subfamily,93,52
gene=COL2A1|family=substitution:missense,family,93,77
gene=COL2A1|subfamily=missense,subfamily,93,77
gene=F13B|family=substitution:missense,family,93,39
gene=F13B|subfamily=missense,subfamily,93,39
gene=MET|family=substitution:missense,family,93,59
gene=MET|subfamily=missense,subfamily,93,59
gene=PCDHB1|family=substitution:missense,family,93,47
gene=PCDHB1|subfamily=missense,subfamily,93,47
gene=TJP1|family=substitution:missense,family,93,58
gene=TJP1|subfamily=missense,subfamily,93,58
gene=ZEB1|family=substitution:missense,family,93,48
gene=ZEB1|subfamily=missense,subfamily,93,48
gene=ABCA2|family=substitution:missense,family,72,93
gene=ABCA2|subfamily=missense,subfamily,72,93
gene=AOX1|family=substitution:missense,family,92,54
gene=AOX1|subfamily=missense,subfamily,92,54
gene=KNTC1|family=substitution:missense,family,92,42
gene=KNTC1|subfamily=missense,subfamily,92,42
gene=LEPR|family=substitution:missense,family,92,53
gene=LEPR|subfamily=missense,subfamily,92,53
gene=MARCO|family=substitution:missense,family,92,50
gene=MARCO|subfamily=missense,subfamily,92,50
gene=NRAP|family=substitution:missense,family,92,72
gene=NRAP|subfamily=missense,subfamily,92,72
gene=IL32|position_bin=101-200,position_bin,8,92
gene=CAMKK2|position_bin=501-600,position_bin,6,92
gene=KDM6B|aa_transition=P>P,aa_transition,5,92
gene=ADCY9|family=substitution:missense,family,91,53
gene=ADCY9|subfamily=missense,subfamily,91,53
gene=CDH2|family=substitution:missense,family,91,76
gene=CDH2|subfamily=missense,subfamily,91,76
gene=CEP192|family=substitution:missense,family,91,64
gene=CEP192|subfamily=missense,subfamily,91,64
gene=CNTRL|family=substitution:missense,family,91,56
gene=CNTRL|subfamily=missense,subfamily,91,56
gene=COL1A1|family=substitution:missense,family,91,54
gene=COL1A1|subfamily=missense,subfamily,91,54
gene=DMD|family=substitution:no_change,family,91,43
gene=DMD|subfamily=no_change,subfamily,91,43
gene=DNMT1|family=substitution:missense,family,91,60
gene=DNMT1|subfamily=missense,subfamily,91,60
gene=DSC1|family=substitution:missense,family,91,41
gene=DSC1|subfamily=missense,subfamily,91,41
gene=IRS4|family=substitution:missense,family,91,77
gene=IRS4|subfamily=missense,subfamily,91,77
gene=MYH8|family=substitution:no_change,family,91,31
gene=MYH8|subfamily=no_change,subfamily,91,31
gene=PCDH7|family=substitution:missense,family,91,69
gene=PCDH7|subfamily=missense,subfamily,91,69
gene=TUBA3C|family=substitution:missense,family,91,52
gene=TUBA3C|subfamily=missense,subfamily,91,52
gene=SIRPA|family=substitution:missense,family,29,91
gene=SIRPA|subfamily=missense,subfamily,29,91
gene=HLA-A|position_bin=201-300,position_bin,17,91
gene=MAP4K1|position_bin=801-900,position_bin,0,91
gene=ABCB11|family=substitution:missense,family,90,40
gene=ABCB11|subfamily=missense,subfamily,90,40
gene=CACNA1A|family=substitution:no_change,family,90,74
gene=CACNA1A|subfamily=no_change,subfamily,90,74
gene=COL9A1|family=substitution:missense,family,90,59
gene=COL9A1|subfamily=missense,subfamily,90,59
gene=FLT4|family=substitution:missense,family,90,86
gene=FLT4|subfamily=missense,subfamily,90,86
gene=ITGA4|family=substitution:missense,family,90,50
gene=ITGA4|subfamily=missense,subfamily,90,50
gene=RREB1|family=substitution:missense,family,90,85
gene=RREB1|subfamily=missense,subfamily,90,85
gene=TRO|family=substitution:missense,family,90,70
gene=TRO|subfamily=missense,subfamily,90,70
gene=WIZ|family=substitution:missense,family,58,90
gene=WIZ|subfamily=missense,subfamily,58,90
gene=ACVR2A|family=frameshift,family,13,90
gene=ACVR2A|parse_status=partial,parse_status,13,90
gene=MUC1|aa_transition=H>H,aa_transition,0,90
gene=ABCA6|family=substitution:missense,family,89,74
gene=ABCA6|subfamily=missense,subfamily,89,74
gene=GBF1|family=substitution:missense,family,89,68
gene=GBF1|subfamily=missense,subfamily,89,68
gene=NUP205|family=substitution:missense,family,89,60
gene=NUP205|subfamily=missense,subfamily,89,60
gene=SPEG|subfamily=no_change,subfamily,89,54
gene=PLXNB2|family=substitution:missense,family,87,89
gene=PLXNB2|subfamily=missense,subfamily,87,89
gene=CFTR|position_bin=401-500,position_bin,18,89
gene=EFS|position_bin=101-200,position_bin,8,89
gene=CEBPA|position_bin=1-100,position_bin,7,89
gene=ABCA9|family=substitution:missense,family,88,78
gene=ABCA9|subfamily=missense,subfamily,88,78
gene=ABCC3|family=substitution:missense,family,88,50
gene=ABCC3|subfamily=missense,subfamily,88,50
gene=ADAM2|family=substitution:missense,family,88,34
gene=ADAM2|subfamily=missense,subfamily,88,34
gene=AGL|family=substitution:missense,family,88,52
gene=AGL|subfamily=missense,subfamily,88,52
gene=ATRX|frameshift_grammar=short_ref_position,frameshift_grammar,88,33
gene=ATRX|subfamily=short_ref_position,subfamily,88,33
gene=CCDC88A|family=substitution:missense,family,88,54
gene=CCDC88A|subfamily=missense,subfamily,88,54
gene=CEP250|family=substitution:missense,family,88,72
gene=CEP250|subfamily=missense,subfamily,88,72
gene=DST|family=substitution:no_change,family,88,66
gene=DST|subfamily=no_change,subfamily,88,66
gene=KIF20B|family=substitution:missense,family,88,70
gene=KIF20B|subfamily=missense,subfamily,88,70
gene=L1CAM|family=substitution:missense,family,88,59
gene=L1CAM|subfamily=missense,subfamily,88,59
gene=NOS1|family=substitution:no_change,family,88,61
gene=NOS1|subfamily=no_change,subfamily,88,61
gene=PTEN|position_bin=1-100,position_bin,88,81
gene=SPEG|family=substitution:no_change,family,88,54
gene=THBS2|family=substitution:missense,family,88,56
gene=THBS2|subfamily=missense,subfamily,88,56
gene=TP53|aa_transition=R>W,aa_transition,88,68
gene=AUTS2|family=substitution:missense,family,73,88
gene=AUTS2|subfamily=missense,subfamily,73,88
gene=CASP5|position_bin=1-100,position_bin,31,88
gene=TNIP1|family=substitution:missense,family,28,88
gene=TNIP1|subfamily=missense,subfamily,28,88
gene=MTCH2|position_bin=101-200,position_bin,12,88
gene=ACE|family=substitution:missense,family,87,58
gene=ACE|subfamily=missense,subfamily,87,58
gene=C8B|family=substitution:missense,family,87,39
gene=C8B|subfamily=missense,subfamily,87,39
gene=COL5A1|family=substitution:no_change,family,87,75
gene=COL5A1|subfamily=no_change,subfamily,87,75
gene=MADD|family=substitution:missense,family,87,64
gene=MADD|subfamily=missense,subfamily,87,64
gene=MYO9B|family=substitution:missense,family,87,77
gene=MYO9B|subfamily=missense,subfamily,87,77
gene=NPHS1|family=substitution:missense,family,87,60
gene=NPHS1|subfamily=missense,subfamily,87,60
gene=PTEN|frameshift_grammar=short_ref_position,frameshift_grammar,87,43
gene=PTEN|subfamily=short_ref_position,subfamily,87,43
gene=PTPRJ|family=substitution:missense,family,87,56
gene=PTPRJ|subfamily=missense,subfamily,87,56
gene=UBC|position_bin=1-100,position_bin,11,87
gene=PAX6|position_bin=201-300,position_bin,9,87
gene=ACVR2A|frameshift_grammar=ref_position_alt,frameshift_grammar,0,87
gene=ACVR2A|subfamily=ref_position_alt,subfamily,0,87
gene=ANK1|family=substitution:no_change,family,86,63
gene=ANK1|subfamily=no_change,subfamily,86,63
gene=DLG5|family=substitution:missense,family,86,72
gene=DLG5|subfamily=missense,subfamily,86,72
gene=GOLGA4|family=substitution:missense,family,86,53
gene=GOLGA4|subfamily=missense,subfamily,86,53
gene=LAMC1|family=substitution:missense,family,86,74
gene=LAMC1|subfamily=missense,subfamily,86,74
gene=PLG|family=substitution:missense,family,86,52
gene=PLG|subfamily=missense,subfamily,86,52
gene=RET|family=substitution:missense,family,86,75
gene=RET|subfamily=missense,subfamily,86,75
gene=TENM2|family=substitution:no_change,family,86,58
gene=TENM2|subfamily=no_change,subfamily,86,58
gene=VHL|frameshift_grammar=short_ref_position,frameshift_grammar,86,11
gene=VHL|subfamily=short_ref_position,subfamily,86,11
gene=VWF|family=substitution:no_change,family,86,50
gene=VWF|subfamily=no_change,subfamily,86,50
gene=RPL22|position_bin=1-100,position_bin,49,86
gene=PAX6|position_bin=301-400,position_bin,20,86
gene=MTCH2|family=substitution:no_change,family,9,86
gene=MTCH2|subfamily=no_change,subfamily,9,86
gene=KDM6B|position_bin=701-800,position_bin,6,86
gene=CKAP5|family=substitution:missense,family,85,48
gene=CKAP5|subfamily=missense,subfamily,85,48
gene=ITGAL|family=substitution:missense,family,85,50
gene=ITGAL|subfamily=missense,subfamily,85,50
gene=LAMA2|family=substitution:no_change,family,85,55
gene=LAMA2|subfamily=no_change,subfamily,85,55
gene=NIN|family=substitution:missense,family,85,62
gene=NIN|subfamily=missense,subfamily,85,62
gene=PDE4DIP|family=substitution:no_change,family,85,60
gene=PDE4DIP|subfamily=no_change,subfamily,85,60
gene=PHF3|family=substitution:missense,family,85,69
gene=PHF3|subfamily=missense,subfamily,85,69
gene=PRKDC|subfamily=no_change,subfamily,85,37
gene=RASAL2|family=substitution:missense,family,85,41
gene=RASAL2|subfamily=missense,subfamily,85,41
gene=TG|family=substitution:no_change,family,85,41
gene=TG|subfamily=no_change,subfamily,85,41
gene=UNC5C|family=substitution:missense,family,85,55
gene=UNC5C|subfamily=missense,subfamily,85,55
gene=POM121|family=substitution:missense,family,53,85
gene=POM121|subfamily=missense,subfamily,53,85
gene=APC|aa_transition=E>STOP,aa_transition,31,85
gene=APC|position_bin=201-300,position_bin,23,85
gene=FBN2|family=substitution:no_change,family,84,71
gene=FBN2|subfamily=no_change,subfamily,84,71
gene=FLNC|family=substitution:no_change,family,84,67
gene=FLNC|subfamily=no_change,subfamily,84,67
gene=KCNMA1|family=substitution:missense,family,84,73
gene=KCNMA1|subfamily=missense,subfamily,84,73
gene=LRIG1|family=substitution:missense,family,84,55
gene=LRIG1|subfamily=missense,subfamily,84,55
gene=MYH7|family=substitution:no_change,family,84,39
gene=MYH7|subfamily=no_change,subfamily,84,39
gene=PDGFRB|family=substitution:missense,family,84,44
gene=PDGFRB|subfamily=missense,subfamily,84,44
gene=PRKDC|family=substitution:no_change,family,84,37
gene=SOS1|family=substitution:missense,family,84,45
gene=SOS1|subfamily=missense,subfamily,84,45
gene=WDR33|family=substitution:missense,family,84,39
gene=WDR33|subfamily=missense,subfamily,84,39
gene=HLA-B|family=substitution:no_change,family,14,84
gene=HLA-B|subfamily=no_change,subfamily,14,84
gene=CEBPA|position_bin=101-200,position_bin,2,84
gene=NLGN2|position_bin=801-900,position_bin,0,84
gene=ATP7A|family=substitution:missense,family,83,47
gene=ATP7A|subfamily=missense,subfamily,83,47
gene=DCC|family=substitution:no_change,family,83,42
gene=DCC|subfamily=no_change,subfamily,83,42
gene=DDX60|family=substitution:missense,family,83,54
gene=DDX60|subfamily=missense,subfamily,83,54
gene=KALRN|family=substitution:no_change,family,83,51
gene=KALRN|subfamily=no_change,subfamily,83,51
gene=MYO15A|family=substitution:no_change,family,83,66
gene=MYO15A|subfamily=no_change,subfamily,83,66
gene=ZMIZ1|family=substitution:missense,family,48,83
gene=ZMIZ1|subfamily=missense,subfamily,48,83
gene=ZBTB10|family=substitution:missense,family,28,83
gene=ZBTB10|subfamily=missense,subfamily,28,83
gene=SFPQ|family=substitution:no_change,family,8,83
gene=SFPQ|subfamily=no_change,subfamily,8,83
gene=KDM6B|position_bin=501-600,position_bin,1,83
gene=ARHGAP5|family=substitution:missense,family,82,46
gene=ARHGAP5|subfamily=missense,subfamily,82,46
gene=BCAN|family=substitution:missense,family,82,47
gene=BCAN|subfamily=missense,subfamily,82,47
gene=CBLB|family=substitution:missense,family,82,39
gene=CBLB|subfamily=missense,subfamily,82,39
gene=ESPL1|family=substitution:missense,family,82,61
gene=ESPL1|subfamily=missense,subfamily,82,61
gene=ITSN1|family=substitution:missense,family,82,61
gene=ITSN1|subfamily=missense,subfamily,82,61
gene=LAMB3|family=substitution:missense,family,82,41
gene=LAMB3|subfamily=missense,subfamily,82,41
gene=NFE2L2|position_bin=1-100,position_bin,82,29
gene=SELP|family=substitution:missense,family,82,56
gene=SELP|subfamily=missense,subfamily,82,56
gene=STAG1|family=substitution:missense,family,82,45
gene=STAG1|subfamily=missense,subfamily,82,45
gene=TCF7L2|family=substitution:missense,family,46,82
gene=TCF7L2|subfamily=missense,subfamily,46,82
gene=TPSAB1|position_bin=1-100,position_bin,18,82
gene=KLF2|family=substitution:missense,family,3,82
gene=KLF2|subfamily=missense,subfamily,3,82
gene=ABCA5|family=substitution:missense,family,81,52
gene=ABCA5|subfamily=missense,subfamily,81,52
gene=ABCC2|family=substitution:missense,family,81,58
gene=ABCC2|subfamily=missense,subfamily,81,58
gene=ATP1A3|family=substitution:missense,family,81,48
gene=ATP1A3|subfamily=missense,subfamily,81,48
gene=CELSR1|family=substitution:no_change,family,81,59
gene=CELSR1|subfamily=no_change,subfamily,81,59
gene=DNMBP|family=substitution:missense,family,81,61
gene=DNMBP|subfamily=missense,subfamily,81,61
gene=FASN|family=substitution:missense,family,81,71
gene=FASN|subfamily=missense,subfamily,81,71
gene=ITGB4|family=substitution:missense,family,81,68
gene=ITGB4|subfamily=missense,subfamily,81,68
gene=NAV2|family=substitution:no_change,family,81,42
gene=NAV2|subfamily=no_change,subfamily,81,42
gene=PLXNB1|family=substitution:missense,family,81,75
gene=PLXNB1|subfamily=missense,subfamily,81,75
